county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,temp_avg,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs,cost_sum,p_cost,p_temperature,p_life,p_edu,p_safe,p_wealth,p_employment
"Jefferson County, IL", IL,Jefferson County IL,633.9923403,12.5,0.241409,29.5,54.2,76.6,55.6,53.975,38.9,1714,77.21,37684,39581,14.9,5.9,12.86,3246,2862,5640,5071,16831.86,81,51,61,6,4,61,21
"Jefferson County, IN", IN,Jefferson County IN,9.242713661,12.7,0.122701,32.4,54.9,77.2,57.4,55.475,29.5,1107,76.18,32308,41981,11.6,4.3,13.49,3246,2848,7164,4870,18141.49,45,44,74,60,99,49,52
"Jefferson County, KS", KS,Jefferson County KS,228.5653537,7.2,0.111582,27,52.8,77.4,54.8,53,30.6,499,78.92,19043,44480,7.8,5.3,13.63,3246,2543,7080,5544,18426.63,38,55,33,51,42,38,29
"Jefferson County, KY", KY,Jefferson County KY,576.7462264,11.4,0.465121,34,57.1,77.9,58.4,56.85,30.5,26717,77.01,766757,51937,14.2,5.8,14.11,3177,3022,7368,5980,19561.11,24,38,63,52,6,17,22
"Jefferson County, MO", MO,Jefferson County MO,201.9006667,8.9,0.094983,30.8,55.1,77.1,56.5,54.875,37.1,7119,76.65,225081,42780,8.4,5.2,14.23,3246,2681,7596,6128,19665.23,23,47,68,11,47,45,31
"Jefferson County, MS", MS,Jefferson County MS,288.3733124,30.8,0.253304,44.8,63.2,80.4,64.2,63.15,24.2,366,73.35,6990,33098,28.9,6.1,12.9,3177,2724,5904,5236,17053.9,73,15,96,89,30,88,18
"Jefferson County, MT", MT,Jefferson County MT,112.9256428,6.7,0.12821,25.4,42.9,67,44.4,44.925,32.8,297,78.88,12221,47960,8,5.6,14.5,3792,2450,7572,6830,20658.5,15,87,34,34,74,27,24
"Jefferson County, NE", NE,Jefferson County NE,98.81473579,9.9,0.105692,25.6,51,76.8,53.5,51.725,36,115,78.98,7046,48757,9.5,5.4,12.89,3246,2783,5460,5385,16886.89,78,60,33,16,77,25,28
"Jefferson County, NY", NY,Jefferson County NY,181.58388,13.1,0.305944,18.9,44.3,69.6,48.8,45.4,34.1,3753,79.23,109834,46924,14.6,8.9,14.89,3690,2935,8592,6650,21881.89,10,86,28,25,53,30,3
"Jefferson County, OH", OH,Jefferson County OH,45.61238303,15.3,0.170181,28.3,50.4,72.9,53,51.15,30.4,2775,75.79,65325,39311,17.1,5.5,12.56,3246,2720,5436,4790,16204.56,91,63,78,52,93,62,26
"Jefferson County, OK", OK,Jefferson County OK,46.64179104,17.8,0.352027,42.9,63.8,84.2,65.2,64.025,27,172,73.21,6002,32083,20.8,7.1,12.61,3177,2646,5364,5247,16446.61,88,13,97,76,92,91,9
"Jefferson County, OR", OR,Jefferson County OR,89.85575786,12.5,0.560293,33.3,45.9,66.8,48.7,48.675,37,848,77.25,24658,32962,15,5.6,14.04,3792,2395,6576,6933,19710.04,23,74,60,11,81,89,24
"Jefferson County, PA", PA,Jefferson County PA,146.7775653,11,0.047261,24,46.4,68.2,48.6,46.8,22.3,1763,78.19,43425,44136,16.4,6.5,12.43,3690,2729,6720,3607,16758.43,82,81,46,95,63,40,14
"Jefferson County, TN", TN,Jefferson County TN,303.1291368,12.9,0.144247,34.4,54.3,75,55.9,54.9,29.5,1844,76.3,54495,35866,12.5,7.1,12.56,3177,2813,6684,3643,16329.56,90,46,73,60,28,77,9
"Jefferson County, TX", TX,Jefferson County TX,710.8948399,18.3,0.661628,52,68.4,83.2,70.4,68.5,32.6,12570,75.91,251565,44065,16.9,4.4,12.97,3177,2760,7476,3763,17188.97,69,3,77,36,2,40,49
"Jefferson County, WA", WA,Jefferson County WA,209.4693443,10.6,0.210075,40.8,49.4,62.6,51.2,51,30.1,1231,81.26,32221,52580,12.6,4.4,13.31,3792,2206,8316,3861,18188.31,45,64,5,55,46,16,49
"Jefferson County, WI", WI,Jefferson County WI,121.8805098,7.3,0.179506,18.8,46.7,71.9,49.6,46.75,33,2451,80.19,84769,46241,7.1,8.5,14.09,3246,2754,7140,6218,19372.09,26,81,14,33,71,32,4
"Jefferson County, WV", WV,Jefferson County WV,116.2093948,7.8,0.289276,31,51.7,73.6,52.9,52.3,27.1,1786,77.77,57146,49926,9.9,3.6,14.78,3177,2662,9204,5896,20953.78,14,57,52,75,73,22,71
"Jefferson Davis County, MS", MS,Jefferson Davis County MS,644.4593237,25.2,0.496278,46.2,64.2,80.7,65,64.025,31.7,386,73.59,11128,30097,24.3,4.7,12.9,3177,2724,5904,5236,17053.9,73,13,95,43,3,96,41
"Jefferson Davis Parish, LA", LA,Jefferson Davis Parish LA,143.7653749,17.6,0.355321,50.8,67.5,82.2,69.6,67.525,24,964,74.73,31368,42334,19.1,9.4,13.79,3177,3042,7272,5400,18904.79,31,4,88,90,64,48,2
"Jefferson Parish, LA", LA,Jefferson Parish LA,440.2358045,16.1,0.607961,53,68.7,83.1,70.7,68.875,28,19629,77.28,432493,51005,14.6,5.2,15.01,3177,3042,9348,5854,21436.01,12,2,59,70,13,19,31
"Jenkins County, GA", GA,Jenkins County GA,303.1797588,28,0.549508,45.7,62.5,80.6,64.2,63.25,26.6,200,74,8676,29250,29,4.5,13.23,3177,2713,6156,5682,17741.23,54,15,93,78,28,97,46
"Jennings County, IN", IN,Jennings County IN,385.9636698,10.8,0.08914,31.1,55,75.4,56.2,54.425,30,1033,75.53,27735,38959,11.6,5.4,12.93,3246,2848,6192,4665,16963.93,76,49,81,56,17,63,28
"Jerauld County, SD", SD,Jerauld County SD,151.7281133,14.4,0.132059,18.5,47.3,74.9,49.7,47.6,28.9,29,81.16,2013,54425,16.3,9.1,12.21,3246,2831,5844,3544,15477.21,97,78,6,64,61,13,3
"Jerome County, ID", ID,Jerome County ID,288.7092476,12.3,0.478635,27.2,47.2,72.3,49.4,49.025,30.5,487,78.26,24412,38184,14.2,6.1,13.55,3792,2470,6156,6264,18695.55,34,73,44,52,30,67,18
"Jersey County, IL", IL,Jersey County IL,172.2538757,8.5,0.068426,27.9,53.8,76.4,55.1,53.3,33.2,795,78.17,21773,41522,10.4,5.6,14.02,3246,2862,7596,5528,19246.02,28,53,46,31,55,52,24
"Jessamine County, KY", KY,Jessamine County KY,163.4345166,10.5,0.174957,32.3,54.2,76.3,56.8,54.9,27.3,1471,77.54,54115,43470,11,4.6,13.99,3177,3022,7164,5930,19306.99,27,46,56,74,58,43,44
"Jewell County, KS", KS,Jewell County KS,244.4650856,13,0.085308,26.2,51.1,77.5,53.3,52.025,34.3,39,79.99,2879,48428,13,4.6,13.16,3246,2543,6288,5364,17454.16,60,59,17,24,39,26,44
"Jim Hogg County, TX", TX,Jim Hogg County TX,38.13155386,20.1,0.147644,56.2,73.4,85.3,74.1,72.25,23.5,180,77.19,5200,30696,22.8,8.9,12.34,3177,2760,6348,3580,15877.34,93,1,61,92,95,94,3
"Jim Wells County, TX", TX,Jim Wells County TX,695.7773512,20.1,0.33402,56,72.4,84.9,74.2,71.875,26.1,2094,76.45,40482,40570,21,4.1,12.82,3177,2760,7212,3720,16881.82,80,1,71,81,3,56,58
"Jo Daviess County, IL", IL,Jo Daviess County IL,142.8125139,9.1,0.098303,19.3,48,71.8,49.9,47.25,31.4,866,80.86,21235,49061,9.3,6.9,13.16,3246,2862,6132,5186,17439.16,62,79,8,44,64,24,10
"Johnson County, AR", AR,Johnson County AR,205.0607444,17.3,0.317055,37.5,59,80.1,60.9,59.375,22.9,638,76.48,26578,28970,17.5,6.2,13,3177,2633,5448,5990,17261,67,28,70,93,47,97,17
"Johnson County, GA", GA,Johnson County GA,245.7254019,25.9,0.493985,44.9,62.4,80.7,64.2,63.05,20.1,198,75.89,9643,26195,24.2,8.2,13.54,3177,2713,6672,5810,18385.54,39,16,77,98,38,99,5
"Johnson County, IA", IA,Johnson County IA,242.8946139,14.1,0.324639,22.6,51.6,75.4,53,50.65,25.9,4032,82.08,151140,52672,16,6.7,15.18,3246,2791,8460,7133,21645.18,11,65,1,82,39,15,12
"Johnson County, IL", IL,Johnson County IL,236.6490495,14.9,0.227945,35.5,58.9,78.6,59.8,58.2,34.7,366,78.09,12417,35956,12.9,5.4,12.76,3246,2862,5460,5029,16609.76,85,32,47,22,41,77,28
"Johnson County, IN", IN,Johnson County IN,231.5594187,6.7,0.166047,26.6,51.9,74,53.4,51.475,28.3,4623,78.57,158167,48332,6,11.1,14.03,3246,2848,8088,5063,19259.03,27,61,39,68,41,26,1
"Johnson County, KS", KS,Johnson County KS,149.2239824,4.6,0.333362,29.6,54.6,78.3,56.8,54.825,25.5,17602,81.7,602401,74010,5.3,6.2,14.25,3246,2543,8136,5785,19724.25,23,47,3,84,62,2,17
"Johnson County, KY", KY,Johnson County KY,68.23318692,22.5,0.045338,33.7,55.4,75.9,55.8,55.2,28,573,73.54,22188,32986,25.8,5.5,12.92,3177,3022,5376,5490,17077.92,71,45,96,70,87,89,26
"Johnson County, MO", MO,Johnson County MO,141.097999,10.8,0.248716,28.4,54,77.3,55.6,53.825,32.9,1312,78.26,54062,36777,11.4,7.3,13.07,3246,2681,5664,5647,17251.07,67,51,44,33,65,74,8
"Johnson County, NE", NE,Johnson County NE,58.32037325,12.3,0.328323,24.2,51.3,76.6,53.1,51.3,26.1,81,79.37,5071,37179,11.2,4.3,12.89,3246,2783,5460,5385,16886.89,78,62,26,81,89,72,52
"Johnson County, TN", TN,Johnson County TN,495.0770429,18.6,0.104158,33.5,52.1,70.8,53.5,52.475,26.6,496,75.76,17788,32249,25.2,3,12.12,3177,2813,5904,3517,15423.12,98,57,78,78,10,91,84
"Johnson County, TX", TX,Johnson County TX,253.3821999,9.5,0.401421,44.9,64.2,83.2,66.2,64.625,31.1,5390,76.92,175817,41697,11,3.2,14.41,3177,2760,10056,4181,20188.41,18,11,65,47,37,51,80
"Johnson County, WY", WY,Johnson County WY,162.2624015,8.9,0.158423,25.4,43.2,70.5,45.6,46.175,37.4,232,79.51,8445,51314,9,3.7,13.73,3792,2570,8700,3983,19058.73,30,83,24,10,58,18,68
"Johnston County, NC", NC,Johnston County NC,179.2467143,11.4,0.477976,39.7,58.9,79,60.2,59.45,36.2,6241,77.82,209339,39922,12.5,4.6,16.32,3177,2728,11544,6706,24171.32,5,28,51,15,54,59,44
"Johnston County, OK", OK,Johnston County OK,154.6860783,18.3,0.457992,40.5,61.3,81.6,63,61.6,31,288,73.72,11085,36611,21,3.4,13.07,3177,2646,6132,5430,17398.07,63,20,95,48,60,74,75
"Jones County, GA", GA,Jones County GA,84.00714061,11.6,0.416413,44.6,62,81.3,64,62.975,30.3,609,77.92,28735,37618,12.8,4.3,13.16,3177,2713,6024,5649,17576.16,58,16,50,53,83,70,52
"Jones County, IA", IA,Jones County IA,33.96244724,9.9,0.100394,18.5,48,71.8,49.6,46.975,33.3,584,80.75,20681,43652,9.5,5.7,13.19,3246,2791,5376,6092,17518.19,59,80,9,30,96,42,23
"Jones County, MS", MS,Jones County MS,227.6649121,18.8,0.488874,46.5,64.7,81.1,65.3,64.4,33.4,1808,74.95,68098,38122,23.8,4.2,12.76,3177,2724,5664,5180,16757.76,82,11,86,30,42,68,56
"Jones County, NC", NC,Jones County NC,29.36857562,18.3,0.514233,41.3,60,79,61.7,60.5,34.6,242,76.53,9419,38536,18.8,3,13.16,3177,2728,6264,5407,17589.16,58,24,70,22,97,66,84
"Jones County, SD", SD,Jones County SD,151.7281133,14.9,0.194479,22.3,46.8,75,49.5,48.4,27,19,80.24,903,60001,12.9,3.8,12.21,3246,2831,5844,3544,15477.21,97,75,14,76,61,7,66
"Jones County, TX", TX,Jones County TX,231.6330127,19.5,0.551138,43.6,64.4,84.1,65.4,64.375,28.1,401,76.82,20083,30559,20.4,4.7,13.02,3177,2760,7572,3779,17301.02,67,11,66,69,41,95,41
"Josephine County, OR", OR,Josephine County OR,272.4893765,15.8,0.221376,40.3,49.6,69.5,54.1,53.375,41.9,2847,77.34,87487,40977,15.9,5.1,15.98,3792,2395,9684,7858,23744.98,5,53,58,1,33,54,33
"Juab County, UT", UT,Juab County UT,57.98221879,7.7,0.136421,27,48.8,75.4,50.5,50.425,36.6,172,77.79,12017,36087,9,3.4,14.63,3792,2694,8676,5767,20943.63,14,67,52,13,89,76,75
"Judith Basin County, MT", MT,Judith Basin County MT,148.8095238,15.7,0.074137,26,42.1,65.5,44.7,44.575,35.6,48,80.86,2007,50492,14.5,3.6,13.48,3792,2450,5904,6391,18550.48,36,89,8,18,62,20,71
"Juneau City and Borough, AK", AK,Juneau City and Borough AK,352.1126761,13.4,0.533985,27.7,41.1,56.4,42.6,41.95,36.4,1081,80.35,31974,68145,6.3,5.2,15.48,3792,2814,11592,4491,22704.48,8,95,12,14,21,3,31
"Juneau County, WI", WI,Juneau County WI,192.1121031,11.9,0.15178,16.4,46.1,70.5,47.8,45.2,33.2,953,78.06,26687,37898,13.4,3.9,13.55,3246,2754,6252,5993,18258.55,42,86,48,31,49,69,64
"Juniata County, PA", PA,Juniata County PA,68.6369509,10,0.090795,28.3,50.5,73.2,52.6,51.15,20,902,79.7,24763,45277,10.4,3.7,11.79,3690,2729,5580,3422,15432.79,98,63,21,98,87,35,68
"Kalamazoo County, MI", MI,Kalamazoo County MI,375.8885967,12,0.361184,24.8,49.3,72.9,51.8,49.7,32.8,9488,79.11,265066,48723,13.3,3.3,13.36,3246,2594,6948,5057,17858.36,51,70,31,34,18,25,78
"Kalkaska County, MI", MI,Kalkaska County MI,255.8734589,12,0.096806,18.2,41.9,66.8,45.9,43.2,33.3,875,77.85,18038,34623,13.9,3.2,12.55,3246,2594,5580,4752,16184.55,91,93,51,30,36,82,80
"Kanabec County, MN", MN,Kanabec County MN,250.0625156,9.1,0.091152,10.2,43.3,69.2,44.9,41.9,36.1,729,80.04,16337,42509,10.1,4.6,14.6,3246,2696,7692,6797,20445.6,16,95,16,15,37,47,44
"Kanawha County, WV", WV,Kanawha County WV,455.3653117,15.7,0.217397,33.5,54.8,75.3,56,54.9,26.1,7369,75.61,178124,48435,16.3,4.9,13.19,3177,2662,6504,5285,17641.19,56,46,80,81,12,26,37
"Kandiyohi County, MN", MN,Kandiyohi County MN,172.1292148,8.2,0.280181,12.2,45.6,72.1,47.4,44.325,39.9,1184,81.17,43199,54667,9.8,5.3,14.1,3246,2696,6876,6580,19412.1,26,89,5,3,55,12,29
"Kane County, IL", IL,Kane County IL,162.8972411,7.3,0.556089,21.8,49,73.1,51.5,48.85,28.7,23911,80.92,532403,51333,8.2,3.1,16.32,3246,2862,11472,6434,24030.32,5,73,7,65,58,18,82
"Kane County, UT", UT,Kane County UT,234.1597796,9,0.151274,33.4,51.4,76.4,54.2,53.85,40.8,206,79.08,7886,40257,9.4,3.6,13.42,3792,2694,6636,5290,18425.42,38,51,31,2,41,58,71
"Kankakee County, IL", IL,Kankakee County IL,308.5979308,13.6,0.436835,24.3,50.4,74.7,53.3,50.675,33,4770,77.03,109862,41290,12.7,4.5,13.94,3246,2862,7452,5494,19067.94,29,65,63,33,27,53,46
"Karnes County, TX", TX,Karnes County TX,165.7715006,17.5,0.576124,53,69.8,84,71.5,69.575,23.5,440,77.02,15601,49593,21,3.3,12.22,3177,2760,6132,3545,15626.22,96,2,63,92,57,22,78
"Kauai County, HI", HI,Kauai County HI,302.1061112,9.9,0.730326,69.3,71.1,76.1,75.2,72.925,33.3,5719,81.07,72293,49416,9.3,4.3,18.79,3792,1948,14712,9116,29586.79,1,0,6,30,28,23,52
"Kaufman County, TX", TX,Kaufman County TX,228.4282662,9.2,0.490261,45,64.1,83.6,66.5,64.8,32.9,4377,75.91,136154,42837,9.8,3.8,15.21,3177,2760,11484,4413,21849.21,10,10,77,33,42,45,66
"Kay County, OK", OK,Kay County OK,368.1546249,15.3,0.400622,33.8,57,81.2,59.5,57.875,35.5,1220,75.61,43538,40881,16.1,3.8,13.11,3177,2646,6204,5447,17487.11,59,33,80,18,19,55,66
"Kearney County, NE", NE,Kearney County NE,91.63103238,7.6,0.117742,25.5,49.8,76.1,52.4,50.95,40.6,121,79.65,6495,56309,7.7,4.3,13.11,3246,2783,5832,5472,17346.11,65,64,22,2,80,10,52
"Kearny County, KS", KS,Kearny County KS,305.8883508,9.4,0.460697,31.7,53.1,79,55.8,54.9,28.8,55,77.66,3838,56466,10.4,4.3,13.16,3246,2543,6288,5364,17454.16,60,46,53,65,27,10,52
"Keith County, NE", NE,Keith County NE,86.10086101,11.7,0.158663,26.7,48.1,75.4,50.4,50.15,39.3,147,79.24,8034,45896,11.1,6.1,13.4,3246,2783,6312,5584,17938.4,49,68,28,5,82,33,18
"Kemper County, MS", MS,Kemper County MS,38.85758694,25.2,0.512829,43,61.8,80,63.2,62,29.1,330,76.61,9742,29287,28,4,12.9,3177,2724,5904,5236,17053.9,73,19,69,63,95,97,61
"Kenai Peninsula Borough, AK", AK,Kenai Peninsula Borough AK,167.9878209,10.6,0.32394,20.3,36.1,56,36.1,37.125,36.8,2393,78.61,58708,52015,10.4,3.6,15.01,3792,2814,10752,4355,21728.01,11,99,39,12,56,17,71
"Kendall County, IL", IL,Kendall County IL,123.1692194,3.9,0.436344,20.8,48.5,71.7,50.6,47.9,33.4,5547,81.17,128990,49033,4,2.7,16.22,3246,2862,11292,6392,23808.22,5,77,5,30,70,24,90
"Kendall County, TX", TX,Kendall County TX,108.563258,6.7,0.386932,48.2,65.8,81.2,67.5,65.675,30.1,1116,80.13,47431,84270,7.4,3.4,14.28,3177,2760,9828,4144,19923.28,21,7,15,55,75,1,75
"Kenedy County, TX", TX,Kenedy County TX,1456.31068,10.8,0.390945,56.4,72.8,83.8,73.7,71.675,5.2,10,76.92,404,43561,14.2,3.6,12.47,3177,2760,6588,3619,16156.47,91,1,65,100,0,42,71
"Kennebec County, ME", ME,Kennebec County ME,168.3668416,11.2,0.093086,18.2,43.3,69.1,47.9,44.625,31.8,3044,78.53,122302,44940,11.5,3.5,14.64,3690,2634,7704,7309,21351.64,12,89,40,41,56,37,73
"Kenosha County, WI", WI,Kenosha County WI,199.0975041,11,0.382821,21.8,45.7,71.3,50.9,47.425,33.9,6299,78.23,169561,46874,9.8,4,14.69,3246,2754,8136,6471,20621.69,15,78,45,26,48,30,61
"Kent County, DE", DE,Kent County DE,534.1880342,13,0.525251,35.2,55,77.7,58.7,56.65,30.8,6872,77.54,180786,42023,12.7,4,16.03,3177,2913,10560,6887,23553.03,6,38,56,49,8,49,61
"Kent County, MD", MD,Kent County MD,426.1933414,12,0.358706,33.2,54.4,77.3,57.4,55.575,23.6,638,79.02,19422,61497,12.4,2.9,14.98,3177,3001,9300,5879,21371.98,12,43,32,92,14,6,86
"Kent County, MI", MI,Kent County MI,395.6892392,11.1,0.410927,24.4,48,72.5,51,48.975,30.9,27091,79.78,656955,53935,11.2,3.2,14.11,3246,2594,8232,5342,19428.11,25,73,20,48,16,13,80
"Kent County, RI", RI,Kent County RI,123.6101433,7.5,0.179978,29.2,49.1,73.5,53.6,51.35,30.9,7721,79.41,164292,59665,8.1,4.8,14.73,3690,2879,9528,5422,21533.73,11,62,25,48,70,7,39
"Kent County, TX", TX,Kent County TX,371.7472119,11.3,0.332214,41,61.5,82,63.2,61.925,27.8,18,77.32,762,54858,11.5,5.8,12.34,3177,2760,6348,3580,15877.34,93,19,59,71,19,12,22
"Kenton County, KY", KY,Kenton County KY,198.5963407,11,0.198848,30.8,54.2,75.9,55.9,54.2,29.5,4985,77.06,166998,57982,11.2,5.5,13.78,3177,3022,6816,5844,18872.78,32,50,63,60,48,9,26
"Keokuk County, IA", IA,Keokuk County IA,48.40739665,13.7,0.062612,21.2,50,74.3,51.9,49.35,34.2,254,80.46,10246,44509,11.4,3.7,13.55,3246,2791,5964,6243,18257.55,42,71,11,24,92,38,68
"Kern County, CA", CA,Kern County CA,575.8432818,18.3,0.596651,45.3,58.4,80.5,63.2,61.85,29.9,48062,77.26,900202,39703,19,4.1,15.25,3792,2545,8532,7355,22239.25,9,19,59,57,6,60,58
"Kerr County, TX", TX,Kerr County TX,150.1411327,11.6,0.435695,45.9,63.9,80.2,65.7,63.925,34.1,1271,78.76,52600,50150,12.5,4.4,13.36,3177,2760,8172,3876,17998.36,48,13,36,25,62,21,49
"Kershaw County, SC", SC,Kershaw County SC,571.0538102,14.4,0.458886,41.6,59.8,79.2,61,60.4,31,1566,76.4,66551,41227,13.8,3.1,14.29,3177,2662,7368,6717,19938.29,21,25,71,48,6,53,82
"Ketchikan Gateway Borough, AK", AK,Ketchikan Gateway Borough AK,211.2316993,8.3,0.541652,34.8,43.6,58.9,46.1,45.85,37.8,627,78.19,13901,67602,9.4,4.3,15.18,3792,2814,11052,4404,22077.18,10,84,46,9,45,3,52
"Kewaunee County, WI", WI,Kewaunee County WI,43.89173372,6.7,0.085386,18.6,41.5,67.8,47.2,43.775,33.8,489,81.39,20434,46197,7.4,4.3,13.92,3246,2754,6864,6149,19026.92,30,91,4,27,93,32,52
"Keweenaw County, MI", MI,Keweenaw County MI,228.2062985,11.2,0.043287,18,38.3,64,45.9,41.55,29,79,80.2,2116,47618,10.3,4,12.77,3246,2594,5940,4832,16624.77,84,95,14,63,42,28,61
"Keya Paha County, NE", NE,Keya Paha County NE,98.81473579,17.3,0.021816,23.6,46.4,73.7,49.2,48.225,37.9,12,81.14,806,58784,18.9,3.5,12.89,3246,2783,5460,5385,16886.89,78,75,6,8,77,8,73
"Kidder County, ND", ND,Kidder County ND,131.7706338,13.5,0.114573,9.8,42.4,69.5,43.8,41.375,39.3,66,81.18,2480,50285,14.1,4.6,13.11,3246,2632,7308,4135,17334.11,66,95,5,5,68,21,44
"Kimball County, NE", NE,Kimball County NE,81.03727715,11,0.214581,26.8,43.6,70.4,46.4,46.8,36.3,70,78.34,3632,44069,12.2,5.4,12.9,3246,2783,5484,5391,16916.9,77,81,43,14,83,40,28
"Kimble County, TX", TX,Kimble County TX,178.5315778,15.7,0.41435,46.2,65.4,81.4,65.6,64.65,29.7,92,77.98,4337,43309,17,3,12.43,3177,2760,6516,3607,16072.43,92,10,49,59,54,43,84
"King and Queen County, VA", VA,King and Queen County VA,98.17671809,11.1,0.492199,38.1,58.9,78.8,59.8,58.9,27.4,198,77.7,7025,43361,11.7,3.9,13.8,3177,2866,7164,5697,18917.8,31,30,53,74,79,43,64
"King County, TX", TX,King County TX,268.7581544,12.4,0.342505,41.3,62,83,63.3,62.4,24.1,4,78.22,272,55661,11,3.7,13.69,3177,2760,8772,3973,18695.69,34,18,45,90,33,11,68
"King County, WA", WA,King County WA,337.2057704,7.6,0.559801,40.5,49.1,64.6,51.5,51.425,25.6,96440,81.37,2252782,90438,7.7,4.4,19.57,3792,2206,19524,5678,31219.57,1,61,4,84,23,0,49
"King George County, VA", VA,King George County VA,92.27312846,6,0.416549,37.3,57.4,80.1,60.7,58.875,30.7,617,78.81,26836,53000,5.9,3.8,14.89,3177,2866,9000,6126,21183.89,13,30,35,50,80,14,66
"King William County, VA", VA,King William County VA,86.97272784,6.2,0.387107,38.5,58.5,79,60.1,59.025,36.8,491,77.48,17148,46612,6.9,3.5,15.95,3177,2866,10788,6544,23390.95,6,29,57,12,82,31,73
"Kingfisher County, OK", OK,Kingfisher County OK,45.82351401,9,0.366411,35.4,57.3,82.2,60.2,58.775,27.6,380,77.07,15765,49257,8.9,2.9,13.19,3177,2646,6336,5478,17650.19,56,30,62,73,93,23,86
"Kingman County, KS", KS,Kingman County KS,216.7261601,9.8,0.111502,32.2,55.2,80.8,58,56.55,36.2,174,78.63,7152,42572,11.3,4.1,12.75,3246,2543,5580,5203,16584.75,86,39,38,15,44,47,58
"Kings County, CA", CA,Kings County CA,508.081611,14.5,0.59646,45.5,61.1,80.2,64.6,62.85,33.4,6533,79.21,152940,35306,16,4.7,16.19,3792,2545,10092,7744,24189.19,4,16,29,30,9,79,41
"Kings County, NY", NY,Kings County NY,630.2492642,17.8,0.692349,33.1,52.6,77.1,57.6,55.1,19.2,144278,80.47,2559903,52192,17.7,3.4,21.77,3690,2935,19980,9568,36194.77,0,46,11,98,4,16,75
"Kingsbury County, SD", SD,Kingsbury County SD,151.7281133,10.2,0.08735,15,46,72.2,47.4,45.15,30.1,98,79.22,4939,50975,8.5,4.4,12.21,3246,2831,5844,3544,15477.21,97,87,29,55,61,19,49
"Kinney County, TX", TX,Kinney County TX,268.7581544,17.9,0.514351,50.6,68.8,82.9,69.8,68.025,29.6,79,79.7,3667,30431,18.9,3.7,12.8,3177,2760,7176,3714,16839.8,81,3,21,59,33,95,68
"Kiowa County, CO", CO,Kiowa County CO,140.5481377,12,0.149703,28.9,49.8,76.2,52.2,51.775,38.7,22,78.65,1406,50117,13.5,4.7,14.37,3792,2810,8220,5552,20388.37,17,60,38,6,65,21,41
"Kiowa County, KS", KS,Kiowa County KS,39.63535474,12.3,0.168566,31.1,53.3,79,55.7,54.775,33,41,79.29,2475,44262,12.1,4.8,12.75,3246,2543,5580,5203,16584.75,86,47,27,33,94,39,39
"Kiowa County, OK", OK,Kiowa County OK,203.4043464,18,0.409428,38.6,60.2,83.8,62.2,61.2,30.2,177,72.77,8708,32546,21.9,3.8,13.07,3177,2646,6132,5430,17398.07,63,22,97,54,47,90,66
"Kit Carson County, CO", CO,Kit Carson County CO,286.176434,10.8,0.376986,29.5,47.8,74.3,50.9,50.625,33.2,119,79.52,7097,37274,13.2,2.9,13.4,3792,2810,6588,5179,18382.4,40,66,24,31,30,72,86
"Kitsap County, WA", WA,Kitsap County WA,268.9315189,8.3,0.379431,41,49.9,65,52.3,52.05,39.4,9952,79.66,271473,56244,7.5,5.3,14.32,3792,2206,10128,4155,20295.32,17,58,22,4,33,10,29
"Kittitas County, WA", WA,Kittitas County WA,112.5344188,12.9,0.27049,29.2,44.7,65.5,46.8,46.55,34.2,1998,80.98,47935,42603,14,2.6,13.07,3792,2206,7896,3793,17700.07,55,82,7,24,74,47,91
"Kittson County, MN", MN,Kittson County MN,44.41483455,10.3,0.073928,0.8,39.7,68.4,40.6,37.375,32.5,111,78.98,4298,55597,9.2,5.5,13.36,3246,2696,5652,6255,17862.36,51,99,33,36,93,11,26
"Klamath County, OR", OR,Klamath County OR,227.5830678,19.7,0.345935,29.4,41.3,63.5,45.9,45.025,37.1,2554,76.95,68238,39891,16.7,7.3,14.17,3792,2395,6792,6997,19990.17,20,87,64,11,42,59,8
"Kleberg County, TX", TX,Kleberg County TX,492.1965048,20.8,0.43945,55.7,71.5,83.4,74,71.15,27.2,1125,77.66,30680,38997,23.3,3.2,12.76,3177,2760,7104,3703,16756.76,83,1,53,75,10,63,80
"Klickitat County, WA", WA,Klickitat County WA,115.0196492,14,0.30668,31.8,46,66.6,48.1,48.125,31.8,808,79.83,22425,48654,13.5,4.7,13.4,3792,2206,8472,3887,18370.4,40,76,19,41,73,25,41
"Knott County, KY", KY,Knott County KY,18.77816725,27.7,0.049164,33.9,54.4,75.1,55.9,54.825,26.5,371,72.98,14806,30118,30.5,3.7,12.92,3177,3022,5376,5490,17077.92,71,47,97,79,98,96,68
"Knox County, IL", IL,Knox County IL,301.4708706,13.4,0.281435,22.1,50.4,73.9,52.2,49.65,33.5,1825,77.75,49699,39471,18.6,3.9,12.76,3246,2862,5460,5029,16609.76,85,70,52,29,28,61,64
"Knox County, IN", IN,Knox County IN,52.69536808,15.9,0.128129,29.8,54.7,76.9,56.8,54.55,36,1080,76.17,36594,44626,12.7,4,13.36,3246,2848,6936,4822,17865.36,51,48,74,16,91,38,61
